x-axis,1,2
second,Volt,Volt
-2.770000E+00,+0.0E+00,+0.0E+00
-2.767200E+00,-20.101E-03,-18.844E-03
-2.764400E+00,+0.0E+00,-18.844E-03
-2.761600E+00,-20.101E-03,+0.0E+00
-2.758800E+00,-18.844E-03,+0.0E+00
-2.756000E+00,-20.101E-03,+0.0E+00
-2.753200E+00,+0.0E+00,-18.844E-03
-2.750400E+00,-18.844E-03,+0.0E+00
-2.747600E+00,+0.0E+00,+0.0E+00
-2.744800E+00,+0.0E+00,+0.0E+00
-2.742000E+00,+0.0E+00,+0.0E+00
-2.739200E+00,-18.844E-03,+18.844E-03
-2.736400E+00,-20.101E-03,+18.844E-03
-2.733600E+00,+0.0E+00,+0.0E+00
-2.730800E+00,-20.101E-03,+0.0E+00
-2.728000E+00,-18.844E-03,-38.945E-03
-2.725200E+00,-18.844E-03,+0.0E+00
-2.722400E+00,-20.101E-03,+0.0E+00
-2.719600E+00,+0.0E+00,+0.0E+00
-2.716800E+00,+0.0E+00,+0.0E+00
-2.714000E+00,-20.101E-03,+0.0E+00
-2.711200E+00,-20.101E-03,+0.0E+00
-2.708400E+00,+0.0E+00,+0.0E+00
-2.705600E+00,+18.844E-03,+0.0E+00
-2.702800E+00,+0.0E+00,+0.0E+00
-2.700000E+00,+0.0E+00,-20.101E-03
-2.697200E+00,+0.0E+00,-20.101E-03
-2.694400E+00,-18.844E-03,-20.101E-03
-2.691600E+00,-18.844E-03,+0.0E+00
-2.688800E+00,+0.0E+00,-18.844E-03
-2.686000E+00,+0.0E+00,-18.844E-03
-2.683200E+00,+0.0E+00,-18.844E-03
-2.680400E+00,-20.101E-03,+0.0E+00
-2.677600E+00,+0.0E+00,+0.0E+00
-2.674800E+00,-18.844E-03,-20.101E-03
-2.672000E+00,+0.0E+00,-20.101E-03
-2.669200E+00,+0.0E+00,+0.0E+00
-2.666400E+00,-20.101E-03,+0.0E+00
-2.663600E+00,+0.0E+00,+0.0E+00
-2.660800E+00,-18.844E-03,-18.844E-03
-2.658000E+00,+0.0E+00,+0.0E+00
-2.655200E+00,+0.0E+00,+0.0E+00
-2.652400E+00,-20.101E-03,+18.844E-03
-2.649600E+00,+18.844E-03,+0.0E+00
-2.646800E+00,-20.101E-03,-18.844E-03
-2.644000E+00,-20.101E-03,+0.0E+00
-2.641200E+00,+0.0E+00,+0.0E+00
-2.638400E+00,-20.101E-03,+0.0E+00
-2.635600E+00,+0.0E+00,+18.844E-03
-2.632800E+00,-18.844E-03,-20.101E-03
-2.630000E+00,-20.101E-03,+0.0E+00
